course_id;config_id;subpart_id;class_id;class_limit;class_parent2;room_id;room_penalty
13;13;30;48;30;;201;40
13;13;30;48;30;;53;40
13;13;30;48;30;;52;0
13;13;30;48;30;;57;0
13;13;30;48;30;;19;0
13;13;30;48;30;;51;36
13;13;30;48;30;;32;36
13;13;30;48;30;;8;40
13;13;30;48;30;;30;40
13;13;30;48;30;;26;40
13;13;30;48;30;;16;40
13;13;30;48;30;;17;40
13;13;30;48;30;;15;40
13;13;30;48;30;;22;36
13;13;30;48;30;;27;40
13;13;30;48;30;;14;40
13;13;30;48;30;;25;40
13;13;30;48;30;;7;40
13;13;30;48;30;;23;40
13;13;30;48;30;;24;40
13;13;30;48;30;;3;40
13;13;30;48;30;;96;40
13;13;30;48;30;;98;40
13;13;30;48;30;;4;40
13;13;30;48;30;;12;40
13;13;30;48;30;;2;40
13;13;30;48;30;;5;36
13;13;30;48;30;;13;40
13;13;30;48;30;;10;40
13;13;30;48;30;;1;40
13;13;30;48;30;;31;40
13;13;30;48;30;;9;40
13;13;30;48;30;;11;37
13;13;30;48;30;;210;40
13;13;30;48;30;;211;40
13;13;30;48;30;;137;40
13;13;30;48;30;;212;40
13;13;30;48;30;;136;40
13;13;30;48;30;;213;40
13;13;30;48;30;;139;40
13;13;30;48;30;;45;40
13;13;30;48;30;;46;40
13;13;30;48;30;;117;40
13;13;30;48;30;;115;40
13;13;30;48;30;;112;40
13;13;30;48;30;;116;40
13;13;30;48;30;;114;40
13;13;30;48;30;;111;40
13;13;30;48;30;;113;40
13;13;30;48;30;;101;40
13;13;30;48;30;;99;40
13;13;30;48;30;;97;40
13;13;30;48;30;;138;40
13;13;30;48;30;;135;40
13;13;30;48;30;;134;40
13;13;30;48;30;;100;40
13;13;30;48;30;;102;40
13;13;30;48;30;;36;36
13;13;30;48;30;;33;40
13;13;30;48;30;;34;40
13;13;30;48;30;;37;40
13;13;30;48;30;;50;40
13;13;30;48;30;;61;40
13;13;30;48;30;;49;40
13;13;30;48;30;;59;40
13;13;30;48;30;;62;40
13;13;30;48;30;;200;40
13;13;30;48;30;;60;40
13;13;30;48;30;;64;40
13;13;30;48;30;;65;40
13;13;30;48;30;;63;40
13;13;30;48;30;;182;40
13;13;30;48;30;;175;40
13;13;30;48;30;;29;40
13;13;30;48;30;;28;37
14;14;31;49;30;;68;39
14;14;31;49;30;;56;3
14;14;31;49;30;;18;0
14;14;31;49;30;;20;3
14;14;31;49;30;;55;39
14;14;31;49;30;;54;39
14;14;31;49;30;;70;3
14;14;31;49;30;;67;3
14;14;31;49;30;;201;3
14;14;31;49;30;;53;3
14;14;31;49;30;;52;43
14;14;31;49;30;;57;43
14;14;31;49;30;;19;43
14;14;31;49;30;;51;39
14;14;31;49;30;;32;39
14;14;31;49;30;;8;43
14;14;31;49;30;;30;43
14;14;31;49;30;;26;43
14;14;31;49;30;;16;43
14;14;31;49;30;;17;43
14;14;31;49;30;;15;43
14;14;31;49;30;;22;39
14;14;31;49;30;;27;43
14;14;31;49;30;;14;43
14;14;31;49;30;;25;43
14;14;31;49;30;;7;43
14;14;31;49;30;;23;43
14;14;31;49;30;;24;43
14;14;31;49;30;;3;43
14;14;31;49;30;;96;43
14;14;31;49;30;;98;43
14;14;31;49;30;;4;43
14;14;31;49;30;;12;43
14;14;31;49;30;;2;43
14;14;31;49;30;;5;39
14;14;31;49;30;;13;43
14;14;31;49;30;;10;43
14;14;31;49;30;;1;43
14;14;31;49;30;;31;43
14;14;31;49;30;;9;43
14;14;31;49;30;;11;40
14;14;31;49;30;;210;43
14;14;31;49;30;;211;43
14;14;31;49;30;;137;43
14;14;31;49;30;;212;43
14;14;31;49;30;;136;43
14;14;31;49;30;;213;43
14;14;31;49;30;;139;43
14;14;31;49;30;;45;43
14;14;31;49;30;;46;43
14;14;31;49;30;;117;43
14;14;31;49;30;;115;43
14;14;31;49;30;;112;43
14;14;31;49;30;;116;43
14;14;31;49;30;;114;43
14;14;31;49;30;;111;43
14;14;31;49;30;;113;43
14;14;31;49;30;;101;43
14;14;31;49;30;;99;43
14;14;31;49;30;;97;43
14;14;31;49;30;;138;43
14;14;31;49;30;;135;43
14;14;31;49;30;;134;43
14;14;31;49;30;;100;43
14;14;31;49;30;;102;43
14;14;31;49;30;;36;39
14;14;31;49;30;;33;43
14;14;31;49;30;;34;43
14;14;31;49;30;;37;43
14;14;31;49;30;;50;43
14;14;31;49;30;;61;43
14;14;31;49;30;;49;43
14;14;31;49;30;;59;43
14;14;31;49;30;;62;43
14;14;31;49;30;;200;43
14;14;31;49;30;;60;43
14;14;31;49;30;;64;43
14;14;31;49;30;;65;43
14;14;31;49;30;;63;43
15;15;32;50;20;;68;37
15;15;32;50;20;;56;40
15;15;32;50;20;;18;40
15;15;32;50;20;;20;40
15;15;32;50;20;;55;37
15;15;32;50;20;;54;37
15;15;32;50;20;;66;36
15;15;32;50;20;;70;40
15;15;32;50;20;;67;40
15;15;32;50;20;;201;40
15;15;32;50;20;;53;40
15;15;32;50;20;;58;36
15;15;32;50;20;;6;36
15;15;32;50;20;;52;0
15;15;32;50;20;;57;0
15;15;32;50;20;;19;0
15;15;32;50;20;;51;37
15;15;32;50;20;;202;36
15;15;32;50;20;;32;37
15;15;32;50;20;;8;40
15;15;32;50;20;;30;40
15;15;32;50;20;;26;40
15;15;32;50;20;;16;40
15;15;32;50;20;;17;40
15;15;32;50;20;;15;40
15;15;32;50;20;;22;37
15;15;32;50;20;;27;40
15;15;32;50;20;;14;40
15;15;32;50;20;;25;40
15;15;32;50;20;;7;40
15;15;32;50;20;;23;40
15;15;32;50;20;;24;40
15;15;32;50;20;;21;36
15;15;32;50;20;;3;40
15;15;32;50;20;;96;40
15;15;32;50;20;;98;40
15;15;32;50;20;;4;40
15;15;32;50;20;;12;40
15;15;32;50;20;;2;40
15;15;32;50;20;;5;37
15;15;32;50;20;;13;40
15;15;32;50;20;;10;40
15;15;32;50;20;;1;40
15;15;32;50;20;;31;40
15;15;32;50;20;;9;40
15;15;32;50;20;;11;40
15;15;32;50;20;;210;40
15;15;32;50;20;;211;40
15;15;32;50;20;;137;40
15;15;32;50;20;;212;40
15;15;32;50;20;;136;40
15;15;32;50;20;;213;40
15;15;32;50;20;;139;40
15;15;32;50;20;;45;40
15;15;32;50;20;;46;40
15;15;32;50;20;;117;40
15;15;32;50;20;;115;40
15;15;32;50;20;;112;40
15;15;32;50;20;;116;40
15;15;32;50;20;;114;40
15;15;32;50;20;;111;40
15;15;32;50;20;;113;40
15;15;32;50;20;;101;40
15;15;32;50;20;;99;40
15;15;32;50;20;;97;40
15;15;32;50;20;;138;40
15;15;32;50;20;;135;40
15;15;32;50;20;;134;40
15;15;32;50;20;;100;40
15;15;32;50;20;;102;40
15;15;32;50;20;;36;40
15;15;32;50;20;;33;40
15;15;32;50;20;;34;40
15;15;32;50;20;;37;40
15;15;32;50;20;;50;40
15;15;32;50;20;;61;40
15;15;32;50;20;;49;40
15;15;32;50;20;;59;40
15;15;32;50;20;;62;40
15;15;32;50;20;;200;40
15;15;32;50;20;;60;40
15;15;32;50;20;;64;40
15;15;32;50;20;;65;40
15;15;32;50;20;;63;40
16;16;33;51;30;;68;36
16;16;33;51;30;;56;40
16;16;33;51;30;;18;37
16;16;33;51;30;;20;40
16;16;33;51;30;;55;36
16;16;33;51;30;;54;36
16;16;33;51;30;;70;40
16;16;33;51;30;;67;40
16;16;33;51;30;;201;40
16;16;33;51;30;;53;40
16;16;33;51;30;;52;0
16;16;33;51;30;;57;0
16;16;33;51;30;;19;0
16;16;33;51;30;;51;36
16;16;33;51;30;;32;36
16;16;33;51;30;;8;40
16;16;33;51;30;;30;40
16;16;33;51;30;;26;40
16;16;33;51;30;;16;40
16;16;33;51;30;;17;40
16;16;33;51;30;;15;40
16;16;33;51;30;;22;36
16;16;33;51;30;;27;40
16;16;33;51;30;;14;40
16;16;33;51;30;;25;40
16;16;33;51;30;;7;40
16;16;33;51;30;;23;40
16;16;33;51;30;;24;40
16;16;33;51;30;;3;40
16;16;33;51;30;;96;40
16;16;33;51;30;;98;40
16;16;33;51;30;;4;40
16;16;33;51;30;;12;40
16;16;33;51;30;;2;40
16;16;33;51;30;;5;36
16;16;33;51;30;;13;40
16;16;33;51;30;;10;40
16;16;33;51;30;;1;40
16;16;33;51;30;;31;40
16;16;33;51;30;;9;40
16;16;33;51;30;;11;37
16;16;33;51;30;;210;40
16;16;33;51;30;;211;40
16;16;33;51;30;;137;40
16;16;33;51;30;;212;40
16;16;33;51;30;;136;40
16;16;33;51;30;;213;40
16;16;33;51;30;;139;40
16;16;33;51;30;;45;40
16;16;33;51;30;;46;40
16;16;33;51;30;;117;40
16;16;33;51;30;;115;40
16;16;33;51;30;;112;40
16;16;33;51;30;;116;40
16;16;33;51;30;;114;40
16;16;33;51;30;;111;40
16;16;33;51;30;;113;40
16;16;33;51;30;;101;40
16;16;33;51;30;;99;40
16;16;33;51;30;;97;40
16;16;33;51;30;;138;40
16;16;33;51;30;;135;40
16;16;33;51;30;;134;40
16;16;33;51;30;;100;40
16;16;33;51;30;;102;40
16;16;33;51;30;;36;36
16;16;33;51;30;;33;40
16;16;33;51;30;;34;40
16;16;33;51;30;;37;40
16;16;33;51;30;;50;40
16;16;33;51;30;;61;40
16;16;33;51;30;;49;40
16;16;33;51;30;;59;40
16;16;33;51;30;;62;40
16;16;33;51;30;;200;40
16;16;33;51;30;;60;40
16;16;33;51;30;;64;40
16;16;33;51;30;;65;40
16;16;33;51;30;;63;40
17;17;34;52;20;;68;37
17;17;34;52;20;;56;40
17;17;34;52;20;;18;40
17;17;34;52;20;;20;40
17;17;34;52;20;;55;37
17;17;34;52;20;;54;37
17;17;34;52;20;;66;36
17;17;34;52;20;;70;40
17;17;34;52;20;;67;40
17;17;34;52;20;;201;40
17;17;34;52;20;;53;40
17;17;34;52;20;;58;36
17;17;34;52;20;;6;36
17;17;34;52;20;;52;40
17;17;34;52;20;;57;40
17;17;34;52;20;;19;40
17;17;34;52;20;;51;37
17;17;34;52;20;;202;36
17;17;34;52;20;;32;37
17;17;34;52;20;;8;40
17;17;34;52;20;;30;40
17;17;34;52;20;;26;40
17;17;34;52;20;;16;40
17;17;34;52;20;;17;40
17;17;34;52;20;;15;40
17;17;34;52;20;;22;37
17;17;34;52;20;;27;40
17;17;34;52;20;;14;40
17;17;34;52;20;;25;40
17;17;34;52;20;;7;40
17;17;34;52;20;;23;40
17;17;34;52;20;;24;40
17;17;34;52;20;;21;36
17;17;34;52;20;;3;0
17;17;34;52;20;;96;0
17;17;34;52;20;;98;0
17;17;34;52;20;;4;0
17;17;34;52;20;;12;0
17;17;34;52;20;;2;0
17;17;34;52;20;;5;37
17;17;34;52;20;;13;0
17;17;34;52;20;;10;0
17;17;34;52;20;;1;0
17;17;34;52;20;;31;0
17;17;34;52;20;;9;0
17;17;34;52;20;;11;0
17;17;34;52;20;;210;40
17;17;34;52;20;;211;40
17;17;34;52;20;;137;40
17;17;34;52;20;;212;40
17;17;34;52;20;;136;40
17;17;34;52;20;;213;40
17;17;34;52;20;;139;40
17;17;34;52;20;;45;40
17;17;34;52;20;;46;40
17;17;34;52;20;;117;40
17;17;34;52;20;;115;40
17;17;34;52;20;;112;40
17;17;34;52;20;;116;40
17;17;34;52;20;;114;40
17;17;34;52;20;;111;40
17;17;34;52;20;;113;40
17;17;34;52;20;;101;40
17;17;34;52;20;;99;40
17;17;34;52;20;;97;40
17;17;34;52;20;;138;40
17;17;34;52;20;;135;40
17;17;34;52;20;;134;40
17;17;34;52;20;;100;40
17;17;34;52;20;;102;40
17;17;34;52;20;;36;40
17;17;34;52;20;;33;40
17;17;34;52;20;;34;40
17;17;34;52;20;;37;40
17;17;34;52;20;;50;40
17;17;34;52;20;;61;40
17;17;34;52;20;;49;40
17;17;34;52;20;;59;40
17;17;34;52;20;;62;40
17;17;34;52;20;;200;40
17;17;34;52;20;;60;40
17;17;34;52;20;;64;40
17;17;34;52;20;;65;40
17;17;34;52;20;;63;40
18;18;35;53;30;;68;39
18;18;35;53;30;;56;3
18;18;35;53;30;;18;0
18;18;35;53;30;;20;3
18;18;35;53;30;;55;39
18;18;35;53;30;;54;39
18;18;35;53;30;;70;3
18;18;35;53;30;;67;3
18;18;35;53;30;;201;3
18;18;35;53;30;;53;3
18;18;35;53;30;;52;43
18;18;35;53;30;;57;43
18;18;35;53;30;;19;43
18;18;35;53;30;;51;39
18;18;35;53;30;;32;39
18;18;35;53;30;;8;43
18;18;35;53;30;;30;43
18;18;35;53;30;;26;43
18;18;35;53;30;;16;43
18;18;35;53;30;;17;43
18;18;35;53;30;;15;43
18;18;35;53;30;;22;39
18;18;35;53;30;;27;43
18;18;35;53;30;;14;43
18;18;35;53;30;;25;43
18;18;35;53;30;;7;43
18;18;35;53;30;;23;43
18;18;35;53;30;;24;43
18;18;35;53;30;;3;43
18;18;35;53;30;;96;43
18;18;35;53;30;;98;43
18;18;35;53;30;;4;43
18;18;35;53;30;;12;43
18;18;35;53;30;;2;43
18;18;35;53;30;;5;39
18;18;35;53;30;;13;43
18;18;35;53;30;;10;43
18;18;35;53;30;;1;43
18;18;35;53;30;;31;43
18;18;35;53;30;;9;43
18;18;35;53;30;;11;40
18;18;35;53;30;;210;43
18;18;35;53;30;;211;43
18;18;35;53;30;;137;43
18;18;35;53;30;;212;43
18;18;35;53;30;;136;43
18;18;35;53;30;;213;43
18;18;35;53;30;;139;43
18;18;35;53;30;;45;43
18;18;35;53;30;;46;43
18;18;35;53;30;;117;43
18;18;35;53;30;;115;43
18;18;35;53;30;;112;43
18;18;35;53;30;;116;43
18;18;35;53;30;;114;43
18;18;35;53;30;;111;43
18;18;35;53;30;;113;43
18;18;35;53;30;;101;43
18;18;35;53;30;;99;43
18;18;35;53;30;;97;43
18;18;35;53;30;;138;43
18;18;35;53;30;;135;43
18;18;35;53;30;;134;43
18;18;35;53;30;;100;43
18;18;35;53;30;;102;43
18;18;35;53;30;;36;39
18;18;35;53;30;;33;43
18;18;35;53;30;;34;43
18;18;35;53;30;;37;43
18;18;35;53;30;;50;43
18;18;35;53;30;;61;43
18;18;35;53;30;;49;43
18;18;35;53;30;;59;43
18;18;35;53;30;;62;43
18;18;35;53;30;;200;43
18;18;35;53;30;;60;43
18;18;35;53;30;;64;43
18;18;35;53;30;;65;43
18;18;35;53;30;;63;43
19;19;36;54;20;;68;1
19;19;36;54;20;;56;44
19;19;36;54;20;;18;44
19;19;36;54;20;;20;44
19;19;36;54;20;;55;1
19;19;36;54;20;;54;1
19;19;36;54;20;;66;0
19;19;36;54;20;;70;44
19;19;36;54;20;;67;44
19;19;36;54;20;;201;44
19;19;36;54;20;;53;44
19;19;36;54;20;;58;0
19;19;36;54;20;;6;0
19;19;36;54;20;;52;44
19;19;36;54;20;;57;44
19;19;36;54;20;;19;44
19;19;36;54;20;;51;41
19;19;36;54;20;;202;40
19;19;36;54;20;;32;41
19;19;36;54;20;;8;44
19;19;36;54;20;;30;44
19;19;36;54;20;;26;44
19;19;36;54;20;;16;44
19;19;36;54;20;;17;44
19;19;36;54;20;;15;44
19;19;36;54;20;;22;41
19;19;36;54;20;;27;44
19;19;36;54;20;;14;44
19;19;36;54;20;;25;44
19;19;36;54;20;;7;44
19;19;36;54;20;;23;44
19;19;36;54;20;;24;44
19;19;36;54;20;;21;40
19;19;36;54;20;;3;44
19;19;36;54;20;;96;44
19;19;36;54;20;;98;44
19;19;36;54;20;;4;44
19;19;36;54;20;;12;44
19;19;36;54;20;;2;44
19;19;36;54;20;;5;41
19;19;36;54;20;;13;44
19;19;36;54;20;;10;44
19;19;36;54;20;;1;44
19;19;36;54;20;;31;44
19;19;36;54;20;;9;44
19;19;36;54;20;;11;44
19;19;36;54;20;;210;44
19;19;36;54;20;;211;44
19;19;36;54;20;;137;44
19;19;36;54;20;;212;44
19;19;36;54;20;;136;44
19;19;36;54;20;;213;44
19;19;36;54;20;;139;44
19;19;36;54;20;;45;44
19;19;36;54;20;;46;44
19;19;36;54;20;;117;44
19;19;36;54;20;;115;44
19;19;36;54;20;;112;44
19;19;36;54;20;;116;44
19;19;36;54;20;;114;44
19;19;36;54;20;;111;44
19;19;36;54;20;;113;44
19;19;36;54;20;;101;44
19;19;36;54;20;;99;44
19;19;36;54;20;;97;44
19;19;36;54;20;;138;44
19;19;36;54;20;;135;44
19;19;36;54;20;;134;44
19;19;36;54;20;;100;44
19;19;36;54;20;;102;44
19;19;36;54;20;;36;44
19;19;36;54;20;;33;44
19;19;36;54;20;;34;44
19;19;36;54;20;;37;44
19;19;36;54;20;;50;44
19;19;36;54;20;;61;44
19;19;36;54;20;;49;44
19;19;36;54;20;;59;44
19;19;36;54;20;;62;44
19;19;36;54;20;;200;44
19;19;36;54;20;;60;44
19;19;36;54;20;;64;44
19;19;36;54;20;;65;44
19;19;36;54;20;;63;44
20;20;37;55;20;;68;1
20;20;37;55;20;;56;44
20;20;37;55;20;;18;44
20;20;37;55;20;;20;44
20;20;37;55;20;;55;1
20;20;37;55;20;;54;1
20;20;37;55;20;;66;0
20;20;37;55;20;;70;44
20;20;37;55;20;;67;44
20;20;37;55;20;;201;44
20;20;37;55;20;;53;44
20;20;37;55;20;;58;0
20;20;37;55;20;;6;0
20;20;37;55;20;;52;44
20;20;37;55;20;;57;44
20;20;37;55;20;;19;44
20;20;37;55;20;;51;41
20;20;37;55;20;;202;40
20;20;37;55;20;;32;41
20;20;37;55;20;;8;44
20;20;37;55;20;;30;44
20;20;37;55;20;;26;44
20;20;37;55;20;;16;44
20;20;37;55;20;;17;44
20;20;37;55;20;;15;44
20;20;37;55;20;;22;41
20;20;37;55;20;;27;44
20;20;37;55;20;;14;44
20;20;37;55;20;;25;44
20;20;37;55;20;;7;44
20;20;37;55;20;;23;44
20;20;37;55;20;;24;44
20;20;37;55;20;;21;40
20;20;37;55;20;;3;44
20;20;37;55;20;;96;44
20;20;37;55;20;;98;44
20;20;37;55;20;;4;44
20;20;37;55;20;;12;44
20;20;37;55;20;;2;44
20;20;37;55;20;;5;41
20;20;37;55;20;;13;44
20;20;37;55;20;;10;44
20;20;37;55;20;;1;44
20;20;37;55;20;;31;44
20;20;37;55;20;;9;44
20;20;37;55;20;;11;44
20;20;37;55;20;;210;44
20;20;37;55;20;;211;44
20;20;37;55;20;;137;44
20;20;37;55;20;;212;44
20;20;37;55;20;;136;44
20;20;37;55;20;;213;44
20;20;37;55;20;;139;44
20;20;37;55;20;;45;44
20;20;37;55;20;;46;44
20;20;37;55;20;;117;44
20;20;37;55;20;;115;44
20;20;37;55;20;;112;44
20;20;37;55;20;;116;44
20;20;37;55;20;;114;44
20;20;37;55;20;;111;44
20;20;37;55;20;;113;44
20;20;37;55;20;;101;44
20;20;37;55;20;;99;44
20;20;37;55;20;;97;44
20;20;37;55;20;;138;44
20;20;37;55;20;;135;44
20;20;37;55;20;;134;44
20;20;37;55;20;;100;44
20;20;37;55;20;;102;44
20;20;37;55;20;;36;44
20;20;37;55;20;;33;44
20;20;37;55;20;;34;44
20;20;37;55;20;;37;44
20;20;37;55;20;;50;44
20;20;37;55;20;;61;44
20;20;37;55;20;;49;44
20;20;37;55;20;;59;44
20;20;37;55;20;;62;44
20;20;37;55;20;;200;44
20;20;37;55;20;;60;44
20;20;37;55;20;;64;44
20;20;37;55;20;;65;44
20;20;37;55;20;;63;44
21;21;38;56;20;;68;1
21;21;38;56;20;;56;44
21;21;38;56;20;;18;44
21;21;38;56;20;;20;44
21;21;38;56;20;;55;1
21;21;38;56;20;;54;1
21;21;38;56;20;;66;0
21;21;38;56;20;;70;44
21;21;38;56;20;;67;44
21;21;38;56;20;;201;44
21;21;38;56;20;;53;44
21;21;38;56;20;;58;0
21;21;38;56;20;;6;0
21;21;38;56;20;;52;44
21;21;38;56;20;;57;44
21;21;38;56;20;;19;44
21;21;38;56;20;;51;1
21;21;38;56;20;;202;0
21;21;38;56;20;;32;1
21;21;38;56;20;;8;44
21;21;38;56;20;;30;44
21;21;38;56;20;;26;44
21;21;38;56;20;;16;44
21;21;38;56;20;;17;44
21;21;38;56;20;;15;44
21;21;38;56;20;;22;1
21;21;38;56;20;;27;44
21;21;38;56;20;;14;44
21;21;38;56;20;;25;44
21;21;38;56;20;;7;44
21;21;38;56;20;;23;44
21;21;38;56;20;;24;44
21;21;38;56;20;;21;0
21;21;38;56;20;;3;44
21;21;38;56;20;;96;44
21;21;38;56;20;;98;44
21;21;38;56;20;;4;44
21;21;38;56;20;;12;44
21;21;38;56;20;;2;44
21;21;38;56;20;;5;1
21;21;38;56;20;;13;44
21;21;38;56;20;;10;44
21;21;38;56;20;;1;44
21;21;38;56;20;;31;44
21;21;38;56;20;;9;44
21;21;38;56;20;;11;44
21;21;38;56;20;;210;44
21;21;38;56;20;;211;44
21;21;38;56;20;;137;44
21;21;38;56;20;;212;44
21;21;38;56;20;;136;44
21;21;38;56;20;;213;44
21;21;38;56;20;;139;44
21;21;38;56;20;;45;44
21;21;38;56;20;;46;44
21;21;38;56;20;;117;44
21;21;38;56;20;;115;44
21;21;38;56;20;;112;44
21;21;38;56;20;;116;44
21;21;38;56;20;;114;44
21;21;38;56;20;;111;44
21;21;38;56;20;;113;44
21;21;38;56;20;;101;44
21;21;38;56;20;;99;44
21;21;38;56;20;;97;44
21;21;38;56;20;;138;44
21;21;38;56;20;;135;44
21;21;38;56;20;;134;44
21;21;38;56;20;;100;44
21;21;38;56;20;;102;44
21;21;38;56;20;;36;44
21;21;38;56;20;;33;44
21;21;38;56;20;;34;44
21;21;38;56;20;;37;44
21;21;38;56;20;;50;44
21;21;38;56;20;;61;44
21;21;38;56;20;;49;44
21;21;38;56;20;;59;44
21;21;38;56;20;;62;44
21;21;38;56;20;;200;44
21;21;38;56;20;;60;44
21;21;38;56;20;;64;44
21;21;38;56;20;;65;44
21;21;38;56;20;;63;44
22;22;39;57;11;;182;0
23;23;40;58;10;;113;0
23;23;40;58;10;;101;40
23;23;40;58;10;;99;40
23;23;41;59;10;58;113;0
23;23;41;59;10;58;101;40
23;23;41;59;10;58;99;40
25;25;44;62;20;;68;1
25;25;44;62;20;;56;44
25;25;44;62;20;;18;44
25;25;44;62;20;;20;44
25;25;44;62;20;;55;1
25;25;44;62;20;;54;1
25;25;44;62;20;;66;0
25;25;44;62;20;;70;44
25;25;44;62;20;;67;44
25;25;44;62;20;;201;44
25;25;44;62;20;;53;44
25;25;44;62;20;;58;0
25;25;44;62;20;;6;0
25;25;44;62;20;;52;44
25;25;44;62;20;;57;44
25;25;44;62;20;;19;44
25;25;44;62;20;;51;1
25;25;44;62;20;;202;0
25;25;44;62;20;;32;1
25;25;44;62;20;;8;44
25;25;44;62;20;;30;44
25;25;44;62;20;;26;44
25;25;44;62;20;;16;44
25;25;44;62;20;;17;44
25;25;44;62;20;;15;44
25;25;44;62;20;;22;1
25;25;44;62;20;;27;44
25;25;44;62;20;;14;44
25;25;44;62;20;;25;44
25;25;44;62;20;;7;44
25;25;44;62;20;;23;44
25;25;44;62;20;;24;44
25;25;44;62;20;;21;0
25;25;44;62;20;;3;44
25;25;44;62;20;;96;44
25;25;44;62;20;;98;44
25;25;44;62;20;;4;44
25;25;44;62;20;;12;44
25;25;44;62;20;;2;44
25;25;44;62;20;;5;1
25;25;44;62;20;;13;44
25;25;44;62;20;;10;44
25;25;44;62;20;;1;44
25;25;44;62;20;;31;44
25;25;44;62;20;;9;44
25;25;44;62;20;;11;44
25;25;44;62;20;;210;44
25;25;44;62;20;;211;44
25;25;44;62;20;;137;44
25;25;44;62;20;;212;44
25;25;44;62;20;;136;44
25;25;44;62;20;;213;44
25;25;44;62;20;;139;44
25;25;44;62;20;;45;44
25;25;44;62;20;;46;44
25;25;44;62;20;;117;44
25;25;44;62;20;;115;44
25;25;44;62;20;;112;44
25;25;44;62;20;;116;44
25;25;44;62;20;;114;44
25;25;44;62;20;;111;44
