course_id,config_id,subpart_id,class_id,class_limit,class_room,class_parent,room_id,room_penalty
13,30,48,30,0,,,96,40
13,30,48,30,0,,,98,40
13,30,48,30,0,,,4,40
13,30,48,30,0,,,12,40
13,30,48,30,0,,,2,40
13,30,48,30,0,,,5,36
13,30,48,30,0,,,13,40
13,30,48,30,0,,,10,40
13,30,48,30,0,,,1,40
13,30,48,30,0,,,31,40
13,30,48,30,0,,,9,40
13,30,48,30,0,,,11,37
13,30,48,30,0,,,210,40
13,30,48,30,0,,,211,40
13,30,48,30,0,,,137,40
13,30,48,30,0,,,212,40
13,30,48,30,0,,,136,40
13,30,48,30,0,,,213,40
13,30,48,30,0,,,139,40
13,30,48,30,0,,,45,40
13,30,48,30,0,,,46,40
13,30,48,30,0,,,117,40
13,30,48,30,0,,,115,40
13,30,48,30,0,,,112,40
13,30,48,30,0,,,116,40
13,30,48,30,0,,,114,40
13,30,48,30,0,,,111,40
13,30,48,30,0,,,113,40
13,30,48,30,0,,,101,40
13,30,48,30,0,,,99,40
13,30,48,30,0,,,97,40
13,30,48,30,0,,,138,40
13,30,48,30,0,,,135,40
13,30,48,30,0,,,134,40
13,30,48,30,0,,,100,40
13,30,48,30,0,,,102,40
13,30,48,30,0,,,36,36
13,30,48,30,0,,,33,40
13,30,48,30,0,,,34,40
13,30,48,30,0,,,37,40
13,30,48,30,0,,,50,40
13,30,48,30,0,,,61,40
13,30,48,30,0,,,49,40
13,30,48,30,0,,,59,40
13,30,48,30,0,,,62,40
13,30,48,30,0,,,200,40
13,30,48,30,0,,,60,40
13,30,48,30,0,,,64,40
13,30,48,30,0,,,65,40
13,30,48,30,0,,,63,40
13,30,48,30,0,,,182,40
13,30,48,30,0,,,175,40
13,30,48,30,0,,,29,40
13,30,48,30,0,,,28,37
14,31,49,30,0,,,68,39
14,31,49,30,0,,,56,3
14,31,49,30,0,,,18,0
14,31,49,30,0,,,20,3
14,31,49,30,0,,,55,39
14,31,49,30,0,,,54,39
14,31,49,30,0,,,70,3
14,31,49,30,0,,,67,3
14,31,49,30,0,,,201,3
14,31,49,30,0,,,53,3
14,31,49,30,0,,,52,43
14,31,49,30,0,,,57,43
14,31,49,30,0,,,19,43
14,31,49,30,0,,,51,39
14,31,49,30,0,,,32,39
14,31,49,30,0,,,8,43
14,31,49,30,0,,,30,43
14,31,49,30,0,,,26,43
14,31,49,30,0,,,16,43
14,31,49,30,0,,,17,43
14,31,49,30,0,,,15,43
14,31,49,30,0,,,22,39
14,31,49,30,0,,,27,43
14,31,49,30,0,,,14,43
14,31,49,30,0,,,25,43
14,31,49,30,0,,,7,43
14,31,49,30,0,,,23,43
14,31,49,30,0,,,24,43
14,31,49,30,0,,,3,43
14,31,49,30,0,,,96,43
14,31,49,30,0,,,98,43
14,31,49,30,0,,,4,43
14,31,49,30,0,,,12,43
14,31,49,30,0,,,2,43
14,31,49,30,0,,,5,39
14,31,49,30,0,,,13,43
14,31,49,30,0,,,10,43
14,31,49,30,0,,,1,43
14,31,49,30,0,,,31,43
14,31,49,30,0,,,9,43
14,31,49,30,0,,,11,40
14,31,49,30,0,,,210,43
14,31,49,30,0,,,211,43
14,31,49,30,0,,,137,43
14,31,49,30,0,,,212,43
14,31,49,30,0,,,136,43
14,31,49,30,0,,,213,43
14,31,49,30,0,,,139,43
14,31,49,30,0,,,45,43
14,31,49,30,0,,,46,43
14,31,49,30,0,,,117,43
14,31,49,30,0,,,115,43
14,31,49,30,0,,,112,43
14,31,49,30,0,,,116,43
14,31,49,30,0,,,114,43
14,31,49,30,0,,,111,43
14,31,49,30,0,,,113,43
14,31,49,30,0,,,101,43
14,31,49,30,0,,,99,43
14,31,49,30,0,,,97,43
14,31,49,30,0,,,138,43
14,31,49,30,0,,,135,43
14,31,49,30,0,,,134,43
14,31,49,30,0,,,100,43
14,31,49,30,0,,,102,43
14,31,49,30,0,,,36,39
14,31,49,30,0,,,33,43
14,31,49,30,0,,,34,43
14,31,49,30,0,,,37,43
14,31,49,30,0,,,50,43
14,31,49,30,0,,,61,43
14,31,49,30,0,,,49,43
14,31,49,30,0,,,59,43
14,31,49,30,0,,,62,43
14,31,49,30,0,,,200,43
14,31,49,30,0,,,60,43
14,31,49,30,0,,,64,43
14,31,49,30,0,,,65,43
14,31,49,30,0,,,63,43
15,32,50,20,0,,,68,37
15,32,50,20,0,,,56,40
15,32,50,20,0,,,18,40
15,32,50,20,0,,,20,40
15,32,50,20,0,,,55,37
15,32,50,20,0,,,54,37
15,32,50,20,0,,,66,36
15,32,50,20,0,,,70,40
15,32,50,20,0,,,67,40
15,32,50,20,0,,,201,40
15,32,50,20,0,,,53,40
15,32,50,20,0,,,58,36
15,32,50,20,0,,,6,36
15,32,50,20,0,,,52,0
15,32,50,20,0,,,57,0
15,32,50,20,0,,,19,0
15,32,50,20,0,,,51,37
15,32,50,20,0,,,202,36
15,32,50,20,0,,,32,37
15,32,50,20,0,,,8,40
15,32,50,20,0,,,30,40
15,32,50,20,0,,,26,40
15,32,50,20,0,,,16,40
15,32,50,20,0,,,17,40
15,32,50,20,0,,,15,40
15,32,50,20,0,,,22,37
15,32,50,20,0,,,27,40
15,32,50,20,0,,,14,40
15,32,50,20,0,,,25,40
15,32,50,20,0,,,7,40
15,32,50,20,0,,,23,40
15,32,50,20,0,,,24,40
15,32,50,20,0,,,21,36
15,32,50,20,0,,,3,40
15,32,50,20,0,,,96,40
15,32,50,20,0,,,98,40
15,32,50,20,0,,,4,40
15,32,50,20,0,,,12,40
15,32,50,20,0,,,2,40
15,32,50,20,0,,,5,37
15,32,50,20,0,,,13,40
15,32,50,20,0,,,10,40
15,32,50,20,0,,,1,40
15,32,50,20,0,,,31,40
15,32,50,20,0,,,9,40
15,32,50,20,0,,,11,40
15,32,50,20,0,,,210,40
15,32,50,20,0,,,211,40
15,32,50,20,0,,,137,40
15,32,50,20,0,,,212,40
15,32,50,20,0,,,136,40
15,32,50,20,0,,,213,40
15,32,50,20,0,,,139,40
15,32,50,20,0,,,45,40
15,32,50,20,0,,,46,40
15,32,50,20,0,,,117,40
15,32,50,20,0,,,115,40
15,32,50,20,0,,,112,40
15,32,50,20,0,,,116,40
15,32,50,20,0,,,114,40
15,32,50,20,0,,,111,40
15,32,50,20,0,,,113,40
15,32,50,20,0,,,101,40
15,32,50,20,0,,,99,40
15,32,50,20,0,,,97,40
15,32,50,20,0,,,138,40
15,32,50,20,0,,,135,40
15,32,50,20,0,,,134,40
15,32,50,20,0,,,100,40
15,32,50,20,0,,,102,40
15,32,50,20,0,,,36,40
15,32,50,20,0,,,33,40
15,32,50,20,0,,,34,40
15,32,50,20,0,,,37,40
15,32,50,20,0,,,50,40
15,32,50,20,0,,,61,40
15,32,50,20,0,,,49,40
15,32,50,20,0,,,59,40
15,32,50,20,0,,,62,40
15,32,50,20,0,,,200,40
15,32,50,20,0,,,60,40
15,32,50,20,0,,,64,40
15,32,50,20,0,,,65,40
15,32,50,20,0,,,63,40
16,33,51,30,0,,,68,36
16,33,51,30,0,,,56,40
16,33,51,30,0,,,18,37
16,33,51,30,0,,,20,40
16,33,51,30,0,,,55,36
16,33,51,30,0,,,54,36
16,33,51,30,0,,,70,40
16,33,51,30,0,,,67,40
16,33,51,30,0,,,201,40
16,33,51,30,0,,,53,40
16,33,51,30,0,,,52,0
16,33,51,30,0,,,57,0
16,33,51,30,0,,,19,0
16,33,51,30,0,,,51,36
16,33,51,30,0,,,32,36
16,33,51,30,0,,,8,40
16,33,51,30,0,,,30,40
16,33,51,30,0,,,26,40
16,33,51,30,0,,,16,40
16,33,51,30,0,,,17,40
16,33,51,30,0,,,15,40
16,33,51,30,0,,,22,36
16,33,51,30,0,,,27,40
16,33,51,30,0,,,14,40
16,33,51,30,0,,,25,40
16,33,51,30,0,,,7,40
16,33,51,30,0,,,23,40
16,33,51,30,0,,,24,40
16,33,51,30,0,,,3,40
16,33,51,30,0,,,96,40
16,33,51,30,0,,,98,40
16,33,51,30,0,,,4,40
16,33,51,30,0,,,12,40
16,33,51,30,0,,,2,40
16,33,51,30,0,,,5,36
16,33,51,30,0,,,13,40
16,33,51,30,0,,,10,40
16,33,51,30,0,,,1,40
16,33,51,30,0,,,31,40
16,33,51,30,0,,,9,40
16,33,51,30,0,,,11,37
16,33,51,30,0,,,210,40
16,33,51,30,0,,,211,40
16,33,51,30,0,,,137,40
16,33,51,30,0,,,212,40
16,33,51,30,0,,,136,40
16,33,51,30,0,,,213,40
16,33,51,30,0,,,139,40
16,33,51,30,0,,,45,40
16,33,51,30,0,,,46,40
16,33,51,30,0,,,117,40
16,33,51,30,0,,,115,40
16,33,51,30,0,,,112,40
16,33,51,30,0,,,116,40
16,33,51,30,0,,,114,40
16,33,51,30,0,,,111,40
16,33,51,30,0,,,113,40
16,33,51,30,0,,,101,40
16,33,51,30,0,,,99,40
16,33,51,30,0,,,97,40
16,33,51,30,0,,,138,40
16,33,51,30,0,,,135,40
16,33,51,30,0,,,134,40
16,33,51,30,0,,,100,40
16,33,51,30,0,,,102,40
16,33,51,30,0,,,36,36
16,33,51,30,0,,,33,40
16,33,51,30,0,,,34,40
16,33,51,30,0,,,37,40
16,33,51,30,0,,,50,40
16,33,51,30,0,,,61,40
16,33,51,30,0,,,49,40
16,33,51,30,0,,,59,40
16,33,51,30,0,,,62,40
16,33,51,30,0,,,200,40
16,33,51,30,0,,,60,40
16,33,51,30,0,,,64,40
16,33,51,30,0,,,65,40
16,33,51,30,0,,,63,40
17,34,52,20,0,,,68,37
17,34,52,20,0,,,56,40
17,34,52,20,0,,,18,40
17,34,52,20,0,,,20,40
17,34,52,20,0,,,55,37
17,34,52,20,0,,,54,37
17,34,52,20,0,,,66,36
17,34,52,20,0,,,70,40
17,34,52,20,0,,,67,40
17,34,52,20,0,,,201,40
17,34,52,20,0,,,53,40
17,34,52,20,0,,,58,36
17,34,52,20,0,,,6,36
17,34,52,20,0,,,52,40
17,34,52,20,0,,,57,40
17,34,52,20,0,,,19,40
17,34,52,20,0,,,51,37
17,34,52,20,0,,,202,36
17,34,52,20,0,,,32,37
17,34,52,20,0,,,8,40
17,34,52,20,0,,,30,40
17,34,52,20,0,,,26,40
17,34,52,20,0,,,16,40
17,34,52,20,0,,,17,40
17,34,52,20,0,,,15,40
17,34,52,20,0,,,22,37
17,34,52,20,0,,,27,40
17,34,52,20,0,,,14,40
17,34,52,20,0,,,25,40
17,34,52,20,0,,,7,40
17,34,52,20,0,,,23,40
17,34,52,20,0,,,24,40
17,34,52,20,0,,,21,36
17,34,52,20,0,,,3,0
17,34,52,20,0,,,96,0
17,34,52,20,0,,,98,0
17,34,52,20,0,,,4,0
17,34,52,20,0,,,12,0
17,34,52,20,0,,,2,0
17,34,52,20,0,,,5,37
17,34,52,20,0,,,13,0
17,34,52,20,0,,,10,0
17,34,52,20,0,,,1,0
17,34,52,20,0,,,31,0
17,34,52,20,0,,,9,0
17,34,52,20,0,,,11,0
17,34,52,20,0,,,210,40
17,34,52,20,0,,,211,40
17,34,52,20,0,,,137,40
17,34,52,20,0,,,212,40
17,34,52,20,0,,,136,40
17,34,52,20,0,,,213,40
17,34,52,20,0,,,139,40
17,34,52,20,0,,,45,40
17,34,52,20,0,,,46,40
17,34,52,20,0,,,117,40
17,34,52,20,0,,,115,40
17,34,52,20,0,,,112,40
17,34,52,20,0,,,116,40
17,34,52,20,0,,,114,40
17,34,52,20,0,,,111,40
17,34,52,20,0,,,113,40
17,34,52,20,0,,,101,40
17,34,52,20,0,,,99,40
17,34,52,20,0,,,97,40
17,34,52,20,0,,,138,40
17,34,52,20,0,,,135,40
17,34,52,20,0,,,134,40
17,34,52,20,0,,,100,40
17,34,52,20,0,,,102,40
17,34,52,20,0,,,36,40
17,34,52,20,0,,,33,40
17,34,52,20,0,,,34,40
17,34,52,20,0,,,37,40
17,34,52,20,0,,,50,40
17,34,52,20,0,,,61,40
17,34,52,20,0,,,49,40
17,34,52,20,0,,,59,40
17,34,52,20,0,,,62,40
17,34,52,20,0,,,200,40
17,34,52,20,0,,,60,40
17,34,52,20,0,,,64,40
17,34,52,20,0,,,65,40
17,34,52,20,0,,,63,40
18,35,53,30,0,,,68,39
18,35,53,30,0,,,56,3
18,35,53,30,0,,,18,0
18,35,53,30,0,,,20,3
18,35,53,30,0,,,55,39
18,35,53,30,0,,,54,39
18,35,53,30,0,,,70,3
18,35,53,30,0,,,67,3
18,35,53,30,0,,,201,3
18,35,53,30,0,,,53,3
18,35,53,30,0,,,52,43
18,35,53,30,0,,,57,43
18,35,53,30,0,,,19,43
18,35,53,30,0,,,51,39
18,35,53,30,0,,,32,39
18,35,53,30,0,,,8,43
18,35,53,30,0,,,30,43
18,35,53,30,0,,,26,43
18,35,53,30,0,,,16,43
18,35,53,30,0,,,17,43
18,35,53,30,0,,,15,43
18,35,53,30,0,,,22,39
18,35,53,30,0,,,27,43
18,35,53,30,0,,,14,43
18,35,53,30,0,,,25,43
18,35,53,30,0,,,7,43
18,35,53,30,0,,,23,43
18,35,53,30,0,,,24,43
18,35,53,30,0,,,3,43
18,35,53,30,0,,,96,43
18,35,53,30,0,,,98,43
18,35,53,30,0,,,4,43
18,35,53,30,0,,,12,43
18,35,53,30,0,,,2,43
18,35,53,30,0,,,5,39
18,35,53,30,0,,,13,43
18,35,53,30,0,,,10,43
18,35,53,30,0,,,1,43
18,35,53,30,0,,,31,43
18,35,53,30,0,,,9,43
18,35,53,30,0,,,11,40
18,35,53,30,0,,,210,43
18,35,53,30,0,,,211,43
18,35,53,30,0,,,137,43
18,35,53,30,0,,,212,43
18,35,53,30,0,,,136,43
18,35,53,30,0,,,213,43
18,35,53,30,0,,,139,43
18,35,53,30,0,,,45,43
18,35,53,30,0,,,46,43
18,35,53,30,0,,,117,43
18,35,53,30,0,,,115,43
18,35,53,30,0,,,112,43
18,35,53,30,0,,,116,43
18,35,53,30,0,,,114,43
18,35,53,30,0,,,111,43
18,35,53,30,0,,,113,43
18,35,53,30,0,,,101,43
18,35,53,30,0,,,99,43
18,35,53,30,0,,,97,43
18,35,53,30,0,,,138,43
18,35,53,30,0,,,135,43
18,35,53,30,0,,,134,43
18,35,53,30,0,,,100,43
18,35,53,30,0,,,102,43
18,35,53,30,0,,,36,39
18,35,53,30,0,,,33,43
18,35,53,30,0,,,34,43
18,35,53,30,0,,,37,43
18,35,53,30,0,,,50,43
18,35,53,30,0,,,61,43
18,35,53,30,0,,,49,43
18,35,53,30,0,,,59,43
18,35,53,30,0,,,62,43
18,35,53,30,0,,,200,43
18,35,53,30,0,,,60,43
18,35,53,30,0,,,64,43
18,35,53,30,0,,,65,43
18,35,53,30,0,,,63,43
19,36,54,20,0,,,68,1
19,36,54,20,0,,,56,44
19,36,54,20,0,,,18,44
19,36,54,20,0,,,20,44
19,36,54,20,0,,,55,1
19,36,54,20,0,,,54,1
19,36,54,20,0,,,66,0
19,36,54,20,0,,,70,44
19,36,54,20,0,,,67,44
19,36,54,20,0,,,201,44
19,36,54,20,0,,,53,44
19,36,54,20,0,,,58,0
19,36,54,20,0,,,6,0
19,36,54,20,0,,,52,44
19,36,54,20,0,,,57,44
19,36,54,20,0,,,19,44
19,36,54,20,0,,,51,41
19,36,54,20,0,,,202,40
19,36,54,20,0,,,32,41
19,36,54,20,0,,,8,44
19,36,54,20,0,,,30,44
19,36,54,20,0,,,26,44
19,36,54,20,0,,,16,44
19,36,54,20,0,,,17,44
19,36,54,20,0,,,15,44
19,36,54,20,0,,,22,41
19,36,54,20,0,,,27,44
19,36,54,20,0,,,14,44
19,36,54,20,0,,,25,44
19,36,54,20,0,,,7,44
19,36,54,20,0,,,23,44
19,36,54,20,0,,,24,44
19,36,54,20,0,,,21,40
19,36,54,20,0,,,3,44
19,36,54,20,0,,,96,44
19,36,54,20,0,,,98,44
19,36,54,20,0,,,4,44
19,36,54,20,0,,,12,44
19,36,54,20,0,,,2,44
19,36,54,20,0,,,5,41
19,36,54,20,0,,,13,44
19,36,54,20,0,,,10,44
19,36,54,20,0,,,1,44
19,36,54,20,0,,,31,44
19,36,54,20,0,,,9,44
19,36,54,20,0,,,11,44
19,36,54,20,0,,,210,44
19,36,54,20,0,,,211,44
19,36,54,20,0,,,137,44
19,36,54,20,0,,,212,44
19,36,54,20,0,,,136,44
19,36,54,20,0,,,213,44
19,36,54,20,0,,,139,44
19,36,54,20,0,,,45,44
19,36,54,20,0,,,46,44
19,36,54,20,0,,,117,44
19,36,54,20,0,,,115,44
19,36,54,20,0,,,112,44
19,36,54,20,0,,,116,44
19,36,54,20,0,,,114,44
19,36,54,20,0,,,111,44
19,36,54,20,0,,,113,44
19,36,54,20,0,,,101,44
19,36,54,20,0,,,99,44
19,36,54,20,0,,,97,44
19,36,54,20,0,,,138,44
19,36,54,20,0,,,135,44
19,36,54,20,0,,,134,44
19,36,54,20,0,,,100,44
19,36,54,20,0,,,102,44
19,36,54,20,0,,,36,44
19,36,54,20,0,,,33,44
19,36,54,20,0,,,34,44
19,36,54,20,0,,,37,44
19,36,54,20,0,,,50,44
19,36,54,20,0,,,61,44
19,36,54,20,0,,,49,44
19,36,54,20,0,,,59,44
19,36,54,20,0,,,62,44
19,36,54,20,0,,,200,44
19,36,54,20,0,,,60,44
19,36,54,20,0,,,64,44
19,36,54,20,0,,,65,44
19,36,54,20,0,,,63,44
20,37,55,20,0,,,68,1
20,37,55,20,0,,,56,44
20,37,55,20,0,,,18,44
20,37,55,20,0,,,20,44
20,37,55,20,0,,,55,1
20,37,55,20,0,,,54,1
20,37,55,20,0,,,66,0
20,37,55,20,0,,,70,44
20,37,55,20,0,,,67,44
20,37,55,20,0,,,201,44
20,37,55,20,0,,,53,44
20,37,55,20,0,,,58,0
20,37,55,20,0,,,6,0
20,37,55,20,0,,,52,44
20,37,55,20,0,,,57,44
20,37,55,20,0,,,19,44
20,37,55,20,0,,,51,41
20,37,55,20,0,,,202,40
20,37,55,20,0,,,32,41
20,37,55,20,0,,,8,44
20,37,55,20,0,,,30,44
20,37,55,20,0,,,26,44
20,37,55,20,0,,,16,44
20,37,55,20,0,,,17,44
20,37,55,20,0,,,15,44
20,37,55,20,0,,,22,41
20,37,55,20,0,,,27,44
20,37,55,20,0,,,14,44
20,37,55,20,0,,,25,44
20,37,55,20,0,,,7,44
20,37,55,20,0,,,23,44
20,37,55,20,0,,,24,44
20,37,55,20,0,,,21,40
20,37,55,20,0,,,3,44
20,37,55,20,0,,,96,44
20,37,55,20,0,,,98,44
20,37,55,20,0,,,4,44
20,37,55,20,0,,,12,44
20,37,55,20,0,,,2,44
20,37,55,20,0,,,5,41
20,37,55,20,0,,,13,44
20,37,55,20,0,,,10,44
20,37,55,20,0,,,1,44
20,37,55,20,0,,,31,44
20,37,55,20,0,,,9,44
20,37,55,20,0,,,11,44
20,37,55,20,0,,,210,44
20,37,55,20,0,,,211,44
20,37,55,20,0,,,137,44
20,37,55,20,0,,,212,44
20,37,55,20,0,,,136,44
20,37,55,20,0,,,213,44
20,37,55,20,0,,,139,44
20,37,55,20,0,,,45,44
20,37,55,20,0,,,46,44
20,37,55,20,0,,,117,44
20,37,55,20,0,,,115,44
20,37,55,20,0,,,112,44
20,37,55,20,0,,,116,44
20,37,55,20,0,,,114,44
20,37,55,20,0,,,111,44
20,37,55,20,0,,,113,44
20,37,55,20,0,,,101,44
20,37,55,20,0,,,99,44
20,37,55,20,0,,,97,44
20,37,55,20,0,,,138,44
20,37,55,20,0,,,135,44
20,37,55,20,0,,,134,44
20,37,55,20,0,,,100,44
20,37,55,20,0,,,102,44
20,37,55,20,0,,,36,44
20,37,55,20,0,,,33,44
20,37,55,20,0,,,34,44
20,37,55,20,0,,,37,44
20,37,55,20,0,,,50,44
20,37,55,20,0,,,61,44
20,37,55,20,0,,,49,44
20,37,55,20,0,,,59,44
20,37,55,20,0,,,62,44
20,37,55,20,0,,,200,44
20,37,55,20,0,,,60,44
20,37,55,20,0,,,64,44
20,37,55,20,0,,,65,44
20,37,55,20,0,,,63,44
21,38,56,20,0,,,68,1
21,38,56,20,0,,,56,44
21,38,56,20,0,,,18,44
21,38,56,20,0,,,20,44
21,38,56,20,0,,,55,1
21,38,56,20,0,,,54,1
21,38,56,20,0,,,66,0
21,38,56,20,0,,,70,44
21,38,56,20,0,,,67,44
21,38,56,20,0,,,201,44
21,38,56,20,0,,,53,44
21,38,56,20,0,,,58,0
21,38,56,20,0,,,6,0
21,38,56,20,0,,,52,44
21,38,56,20,0,,,57,44
21,38,56,20,0,,,19,44
21,38,56,20,0,,,51,1
21,38,56,20,0,,,202,0
21,38,56,20,0,,,32,1
21,38,56,20,0,,,8,44
21,38,56,20,0,,,30,44
21,38,56,20,0,,,26,44
21,38,56,20,0,,,16,44
21,38,56,20,0,,,17,44
21,38,56,20,0,,,15,44
21,38,56,20,0,,,22,1
21,38,56,20,0,,,27,44
21,38,56,20,0,,,14,44
21,38,56,20,0,,,25,44
21,38,56,20,0,,,7,44
21,38,56,20,0,,,23,44
21,38,56,20,0,,,24,44
21,38,56,20,0,,,21,0
21,38,56,20,0,,,3,44
21,38,56,20,0,,,96,44
21,38,56,20,0,,,98,44
21,38,56,20,0,,,4,44
21,38,56,20,0,,,12,44
21,38,56,20,0,,,2,44
21,38,56,20,0,,,5,1
21,38,56,20,0,,,13,44
21,38,56,20,0,,,10,44
21,38,56,20,0,,,1,44
21,38,56,20,0,,,31,44
21,38,56,20,0,,,9,44
21,38,56,20,0,,,11,44
21,38,56,20,0,,,210,44
21,38,56,20,0,,,211,44
21,38,56,20,0,,,137,44
21,38,56,20,0,,,212,44
21,38,56,20,0,,,136,44
21,38,56,20,0,,,213,44
21,38,56,20,0,,,139,44
21,38,56,20,0,,,45,44
21,38,56,20,0,,,46,44
21,38,56,20,0,,,117,44
21,38,56,20,0,,,115,44
21,38,56,20,0,,,112,44
21,38,56,20,0,,,116,44
21,38,56,20,0,,,114,44
21,38,56,20,0,,,111,44
21,38,56,20,0,,,113,44
21,38,56,20,0,,,101,44
21,38,56,20,0,,,99,44
21,38,56,20,0,,,97,44
21,38,56,20,0,,,138,44
21,38,56,20,0,,,135,44
21,38,56,20,0,,,134,44
21,38,56,20,0,,,100,44
21,38,56,20,0,,,102,44
21,38,56,20,0,,,36,44
21,38,56,20,0,,,33,44
21,38,56,20,0,,,34,44
21,38,56,20,0,,,37,44
21,38,56,20,0,,,50,44
21,38,56,20,0,,,61,44
21,38,56,20,0,,,49,44
21,38,56,20,0,,,59,44
21,38,56,20,0,,,62,44
21,38,56,20,0,,,200,44
21,38,56,20,0,,,60,44
21,38,56,20,0,,,64,44
21,38,56,20,0,,,65,44
21,38,56,20,0,,,63,44
22,39,57,11,0,,,182,0
23,40,58,10,0,,,113,0
23,40,58,10,0,,,101,40
