class_id;type;required;penalty
178;SameAttendees;true;
180;SameAttendees;true;
181;SameAttendees;true;
215;SameAttendees;true;
216;SameAttendees;true;
182;SameAttendees;true;
217;SameAttendees;true;
218;SameAttendees;true;
219;SameAttendees;true;
183;SameAttendees;true;
184;SameAttendees;true;
185;SameAttendees;true;
186;SameAttendees;true;
187;SameAttendees;true;
188;SameAttendees;true;
189;SameAttendees;true;
190;SameAttendees;true;
200;SameAttendees;true;
201;SameAttendees;true;
193;SameAttendees;true;
194;SameAttendees;true;
196;SameAttendees;true;
197;SameAttendees;true;
198;SameAttendees;true;
199;SameAttendees;true;
202;SameAttendees;true;
220;SameAttendees;true;
221;SameAttendees;true;
203;SameAttendees;true;
204;SameAttendees;true;
205;SameAttendees;true;
222;SameAttendees;true;
206;SameAttendees;true;
207;SameAttendees;true;
208;SameAttendees;true;
209;SameAttendees;true;
210;SameAttendees;true;
211;SameAttendees;true;
224;SameAttendees;true;
225;SameAttendees;true;
227;SameAttendees;true;
413;SameAttendees;true;
228;SameAttendees;true;
234;SameAttendees;true;
356;SameAttendees;true;
368;SameAttendees;true;
229;SameAttendees;true;
247;SameAttendees;true;
327;SameAttendees;true;
328;SameAttendees;true;
448;SameAttendees;true;
229;SameAttendees;true;
254;SameAttendees;true;
382;SameAttendees;true;
383;SameAttendees;true;
232;SameAttendees;true;
474;SameAttendees;true;
239;SameAttendees;true;
365;SameAttendees;true;
401;SameAttendees;true;
240;SameAttendees;true;
374;SameAttendees;true;
404;SameAttendees;true;
477;SameAttendees;true;
241;SameAttendees;true;
262;SameAttendees;true;
276;SameAttendees;true;
277;SameAttendees;true;
355;SameAttendees;true;
391;SameAttendees;true;
242;SameAttendees;true;
243;SameAttendees;true;
244;SameAttendees;true;
245;SameAttendees;true;
355;SameAttendees;true;
247;SameAttendees;true;
252;SameAttendees;true;
247;SameAttendees;true;
250;SameAttendees;true;
247;SameAttendees;true;
251;SameAttendees;true;
247;SameAttendees;true;
248;SameAttendees;true;
249;SameAttendees;true;
247;SameAttendees;true;
296;SameAttendees;true;
447;SameAttendees;true;
448;SameAttendees;true;
254;SameAttendees;true;
267;SameAttendees;true;
268;SameAttendees;true;
269;SameAttendees;true;
270;SameAttendees;true;
258;SameAttendees;true;
259;SameAttendees;true;
263;SameAttendees;true;
264;SameAttendees;true;
265;SameAttendees;true;
266;SameAttendees;true;
357;SameAttendees;true;
358;SameAttendees;true;
423;SameAttendees;true;
424;SameAttendees;true;
258;SameAttendees;true;
259;SameAttendees;true;
263;SameAttendees;true;
402;SameAttendees;true;
403;SameAttendees;true;
261;SameAttendees;true;
302;SameAttendees;true;
359;SameAttendees;true;
263;SameAttendees;true;
264;SameAttendees;true;
265;SameAttendees;true;
266;SameAttendees;true;
267;SameAttendees;true;
268;SameAttendees;true;
269;SameAttendees;true;
270;SameAttendees;true;
363;SameAttendees;true;
409;SameAttendees;true;
410;SameAttendees;true;
411;SameAttendees;true;
412;SameAttendees;true;
461;SameAttendees;true;
462;SameAttendees;true;
271;SameAttendees;true;
370;SameAttendees;true;
371;SameAttendees;true;
372;SameAttendees;true;
425;SameAttendees;true;
456;SameAttendees;true;
272;SameAttendees;true;
273;SameAttendees;true;
274;SameAttendees;true;
275;SameAttendees;true;
276;SameAttendees;true;
355;SameAttendees;true;
391;SameAttendees;true;
278;SameAttendees;true;
408;SameAttendees;true;
448;SameAttendees;true;
279;SameAttendees;true;
280;SameAttendees;true;
281;SameAttendees;true;
282;SameAttendees;true;
450;SameAttendees;true;
283;SameAttendees;true;
284;SameAttendees;true;
285;SameAttendees;true;
286;SameAttendees;true;
450;SameAttendees;true;
287;SameAttendees;true;
288;SameAttendees;true;
291;SameAttendees;true;
292;SameAttendees;true;
294;SameAttendees;true;
295;SameAttendees;true;
342;SameAttendees;true;
343;SameAttendees;true;
298;SameAttendees;true;
299;SameAttendees;true;
300;SameAttendees;true;
301;SameAttendees;true;
392;SameAttendees;true;
405;SameAttendees;true;
406;SameAttendees;true;
445;SameAttendees;true;
299;SameAttendees;true;
300;SameAttendees;true;
301;SameAttendees;true;
299;SameAttendees;true;
300;SameAttendees;true;
303;SameAttendees;true;
336;SameAttendees;true;
337;SameAttendees;true;
338;SameAttendees;true;
454;SameAttendees;true;
475;SameAttendees;true;
304;SameAttendees;true;
404;SameAttendees;true;
305;SameAttendees;true;
364;SameAttendees;true;
306;SameAttendees;true;
465;SameAttendees;true;
307;SameAttendees;true;
308;SameAttendees;true;
309;SameAttendees;true;
310;SameAttendees;true;
311;SameAttendees;true;
312;SameAttendees;true;
313;SameAttendees;true;
314;SameAttendees;true;
315;SameAttendees;true;
316;SameAttendees;true;
317;SameAttendees;true;
318;SameAttendees;true;
319;SameAttendees;true;
327;SameAttendees;true;
328;SameAttendees;true;
329;SameAttendees;true;
330;SameAttendees;true;
331;SameAttendees;true;
448;SameAttendees;true;
340;SameAttendees;true;
341;SameAttendees;true;
347;SameAttendees;true;
348;SameAttendees;true;
349;SameAttendees;true;
350;SameAttendees;true;
351;SameAttendees;true;
352;SameAttendees;true;
353;SameAttendees;true;
354;SameAttendees;true;
361;SameAttendees;true;
362;SameAttendees;true;
364;SameAttendees;true;
375;SameAttendees;true;
386;SameAttendees;true;
387;SameAttendees;true;
366;SameAttendees;true;
373;SameAttendees;true;
371;SameAttendees;true;
372;SameAttendees;true;
376;SameAttendees;true;
377;SameAttendees;true;
380;SameAttendees;true;
381;SameAttendees;true;
389;SameAttendees;true;
390;SameAttendees;true;
471;SameAttendees;true;
384;SameAttendees;true;
385;SameAttendees;true;
471;SameAttendees;true;
386;SameAttendees;true;
387;SameAttendees;true;
392;SameAttendees;true;
395;SameAttendees;true;
393;SameAttendees;true;
394;SameAttendees;true;
397;SameAttendees;true;
419;SameAttendees;true;
407;SameAttendees;true;
407;SameAttendees;true;
444;SameAttendees;true;
409;SameAttendees;true;
410;SameAttendees;true;
411;SameAttendees;true;
412;SameAttendees;true;
409;SameAttendees;true;
410;SameAttendees;true;
411;SameAttendees;true;
412;SameAttendees;true;
427;SameAttendees;true;
430;SameAttendees;true;
433;SameAttendees;true;
436;SameAttendees;true;
439;SameAttendees;true;
442;SameAttendees;true;
418;SameAttendees;true;
535;SameAttendees;true;
426;SameAttendees;true;
429;SameAttendees;true;
432;SameAttendees;true;
435;SameAttendees;true;
438;SameAttendees;true;
441;SameAttendees;true;
427;SameAttendees;true;
430;SameAttendees;true;
433;SameAttendees;true;
436;SameAttendees;true;
439;SameAttendees;true;
442;SameAttendees;true;
428;SameAttendees;true;
431;SameAttendees;true;
434;SameAttendees;true;
437;SameAttendees;true;
440;SameAttendees;true;
443;SameAttendees;true;
451;SameAttendees;true;
467;SameAttendees;true;
468;SameAttendees;true;
469;SameAttendees;true;
518;SameAttendees;true;
519;SameAttendees;true;
451;SameAttendees;true;
452;SameAttendees;true;
453;SameAttendees;true;
460;SameAttendees;true;
461;SameAttendees;true;
462;SameAttendees;true;
463;SameAttendees;true;
464;SameAttendees;true;
468;SameAttendees;true;
469;SameAttendees;true;
470;SameAttendees;true;
472;SameAttendees;true;
518;SameAttendees;true;
519;SameAttendees;true;
526;SameAttendees;true;
527;SameAttendees;true;
477;SameAttendees;true;
478;SameAttendees;true;
479;SameAttendees;true;
477;SameAttendees;true;
484;SameAttendees;true;
485;SameAttendees;true;
480;SameAttendees;true;
481;SameAttendees;true;
488;SameAttendees;true;
489;SameAttendees;true;
512;SameAttendees;true;
490;SameAttendees;true;
513;SameAttendees;true;
514;SameAttendees;true;
491;SameAttendees;true;
492;SameAttendees;true;
520;SameAttendees;true;
521;SameAttendees;true;
493;SameAttendees;true;
494;SameAttendees;true;
495;SameAttendees;true;
496;SameAttendees;true;
497;SameAttendees;true;
498;SameAttendees;true;
499;SameAttendees;true;
500;SameAttendees;true;
501;SameAttendees;true;
502;SameAttendees;true;
509;SameAttendees;true;
510;SameAttendees;true;
503;SameAttendees;true;
504;SameAttendees;true;
505;SameAttendees;true;
506;SameAttendees;true;
507;SameAttendees;true;
508;SameAttendees;true;
533;SameAttendees;true;
534;SameAttendees;true;
516;SameAttendees;true;
517;SameAttendees;true;
522;SameAttendees;true;
523;SameAttendees;true;
524;SameAttendees;true;
525;SameAttendees;true;
528;SameAttendees;true;
531;SameAttendees;true;
532;SameAttendees;true;
529;SameAttendees;true;
530;SameAttendees;true;
279;SameDays;true;
280;SameDays;true;
279;SameRoom;true;
280;SameRoom;true;
279;WorkDay(48);true;
280;WorkDay(48);true;
291;SameDays;true;
292;SameDays;true;
291;SameRoom;true;
292;SameRoom;true;
291;WorkDay(48);true;
292;WorkDay(48);true;
105;SameDays;true;
106;SameDays;true;
105;SameRoom;true;
106;SameRoom;true;
105;WorkDay(48);true;
106;WorkDay(48);true;
353;SameDays;true;
354;SameDays;true;
353;SameRoom;true;
354;SameRoom;true;
353;WorkDay(48);true;
354;WorkDay(48);true;
386;DifferentDays;true;
387;DifferentDays;true;
272;Precedence;true;
273;Precedence;true;
272;SameDays;true;
273;SameDays;true;
272;WorkDay(48);true;
273;WorkDay(48);true;
274;Precedence;true;
275;Precedence;true;
274;SameDays;true;
275;SameDays;true;
274;WorkDay(36);true;
275;WorkDay(36);true;
299;Precedence;true;
300;Precedence;true;
299;SameDays;true;
300;SameDays;true;
299;WorkDay(24);true;
300;WorkDay(24);true;
464;Precedence;true;
463;Precedence;true;
464;SameDays;true;
463;SameDays;true;
464;WorkDay(48);true;
463;WorkDay(48);true;
281;SameDays;;1
282;SameDays;;1
281;WorkDay(48);;1
282;WorkDay(48);;1
283;SameDays;;1
284;SameDays;;1
283;WorkDay(48);;1
284;WorkDay(48);;1
285;SameDays;;1
286;SameDays;;1
285;WorkDay(48);;1
286;WorkDay(48);;1
294;SameDays;;1
295;SameDays;;1
294;WorkDay(48);;1
295;WorkDay(48);;1
384;SameDays;;4
385;SameDays;;4
384;WorkDay(48);;4
385;WorkDay(48);;4
414;SameDays;;4
416;SameDays;;4
414;WorkDay(48);;4
416;WorkDay(48);;4
535;SameDays;true;
418;SameDays;true;
535;WorkDay(48);true;
418;WorkDay(48);true;
516;SameDays;true;
517;SameDays;true;
516;WorkDay(48);true;
517;WorkDay(48);true;
522;SameDays;true;
523;SameDays;true;
522;WorkDay(48);true;
523;WorkDay(48);true;
526;SameDays;true;
527;SameDays;true;
528;SameDays;true;
526;WorkDay(72);true;
527;WorkDay(72);true;
528;WorkDay(72);true;
491;SameDays;;1
492;SameDays;;1
491;WorkDay(48);;1
492;WorkDay(48);;1
503;SameDays;;1
504;SameDays;;1
503;WorkDay(48);;1
504;WorkDay(48);;1
505;SameDays;;1
506;SameDays;;1
505;WorkDay(48);;1
506;WorkDay(48);;1
92;SameDays;;1
93;SameDays;;1
94;SameDays;;1
92;WorkDay(72);;1
93;WorkDay(72);;1
94;WorkDay(72);;1
384;SameDays;true;
385;SameDays;true;
384;WorkDay(48);true;
385;WorkDay(48);true;
287;SameDays;;1
288;SameDays;;1
287;WorkDay(48);;1
288;WorkDay(48);;1
6;NotOverlap;true;
7;NotOverlap;true;
8;NotOverlap;true;
9;NotOverlap;true;
10;NotOverlap;true;
11;NotOverlap;true;
12;NotOverlap;true;
13;NotOverlap;true;
64;NotOverlap;true;
65;NotOverlap;true;
66;NotOverlap;true;
67;NotOverlap;true;
68;NotOverlap;true;
69;NotOverlap;true;
70;NotOverlap;true;
71;NotOverlap;true;
72;NotOverlap;true;
73;NotOverlap;true;
74;NotOverlap;true;
155;NotOverlap;true;
156;NotOverlap;true;
157;NotOverlap;true;
158;NotOverlap;true;
173;NotOverlap;true;
174;NotOverlap;true;
175;NotOverlap;true;
176;NotOverlap;true;
229;NotOverlap;true;
263;NotOverlap;true;
267;NotOverlap;true;
382;NotOverlap;true;
254;NotOverlap;true;
307;NotOverlap;true;
308;NotOverlap;true;
309;NotOverlap;true;
310;NotOverlap;true;
311;NotOverlap;true;
312;NotOverlap;true;
313;NotOverlap;true;
314;NotOverlap;true;
315;NotOverlap;true;
316;NotOverlap;true;
317;NotOverlap;true;
318;NotOverlap;true;
319;NotOverlap;true;
465;NotOverlap;true;
307;NotOverlap;true;
465;NotOverlap;true;
308;NotOverlap;true;
465;NotOverlap;true;
309;NotOverlap;true;
465;NotOverlap;true;
310;NotOverlap;true;
465;NotOverlap;true;
311;NotOverlap;true;
465;NotOverlap;true;
312;NotOverlap;true;
465;NotOverlap;true;
313;NotOverlap;true;
465;NotOverlap;true;
314;NotOverlap;true;
465;NotOverlap;true;
315;NotOverlap;true;
465;NotOverlap;true;
316;NotOverlap;true;
465;NotOverlap;true;
317;NotOverlap;true;
465;NotOverlap;true;
318;NotOverlap;true;
465;NotOverlap;true;
319;NotOverlap;true;
478;NotOverlap;;4
479;NotOverlap;;4
480;NotOverlap;;4
481;NotOverlap;;4
482;NotOverlap;;4
483;NotOverlap;;4
484;NotOverlap;;4
485;NotOverlap;;4
45;NotOverlap;true;
46;NotOverlap;true;
356;NotOverlap;true;
465;NotOverlap;true;
306;NotOverlap;true;
25;NotOverlap;true;
240;NotOverlap;true;
14;NotOverlap;true;
24;NotOverlap;true;
91;NotOverlap;true;
520;NotOverlap;true;
90;NotOverlap;true;
239;MaxDayLoad(60);true;
365;MaxDayLoad(60);true;
401;MaxDayLoad(60);true;
54;Precedence;true;
55;Precedence;true;
54;Precedence;true;
56;Precedence;true;
54;Precedence;true;
57;Precedence;true;
54;Precedence;true;
58;Precedence;true;
54;Precedence;true;
59;Precedence;true;
54;Precedence;true;
60;Precedence;true;
54;Precedence;true;
61;Precedence;true;
54;Precedence;true;
62;Precedence;true;
78;Precedence;true;
79;Precedence;true;
80;Precedence;;4
81;Precedence;;4
80;Precedence;;4
82;Precedence;;4
80;Precedence;;4
83;Precedence;;4
80;Precedence;;4
84;Precedence;;4
80;Precedence;;4
85;Precedence;;4
80;Precedence;;4
86;Precedence;;4
80;Precedence;;4
87;Precedence;;4
80;Precedence;;4
88;Precedence;;4
80;Precedence;;4
89;Precedence;;4
80;Precedence;;4
90;Precedence;;4
80;Precedence;;4
91;Precedence;;4
80;Precedence;;4
92;Precedence;;4
80;Precedence;;4
93;Precedence;;4
80;Precedence;;4
94;Precedence;;4
80;Precedence;;4
95;Precedence;;4
80;Precedence;;4
96;Precedence;;4
80;Precedence;;4
97;Precedence;;4
80;Precedence;;4
98;Precedence;;4
80;Precedence;;4
99;Precedence;;4
80;Precedence;;4
100;Precedence;;4
80;Precedence;;4
101;Precedence;;4
80;Precedence;;4
102;Precedence;;4
80;Precedence;;4
103;Precedence;;4
80;Precedence;;4
104;Precedence;;4
80;Precedence;;4
105;Precedence;;4
80;Precedence;;4
106;Precedence;;4
80;Precedence;;4
107;Precedence;;4
80;Precedence;;4
108;Precedence;;4
80;Precedence;;4
109;Precedence;;4
241;Precedence;true;
262;Precedence;true;
242;Precedence;;4
243;Precedence;;4
242;Precedence;;4
244;Precedence;;4
242;Precedence;;4
245;Precedence;;4
267;Precedence;true;
268;Precedence;true;
267;Precedence;true;
269;Precedence;true;
267;Precedence;true;
270;Precedence;true;
247;Precedence;true;
248;Precedence;true;
247;Precedence;true;
249;Precedence;true;
247;Precedence;true;
250;Precedence;true;
247;Precedence;true;
251;Precedence;true;
247;Precedence;true;
252;Precedence;true;
247;Precedence;true;
253;Precedence;true;
298;Precedence;true;
299;Precedence;true;
298;Precedence;true;
300;Precedence;true;
298;Precedence;true;
301;Precedence;true;
306;Precedence;true;
307;Precedence;true;
306;Precedence;true;
308;Precedence;true;
306;Precedence;true;
309;Precedence;true;
306;Precedence;true;
310;Precedence;true;
306;Precedence;true;
311;Precedence;true;
306;Precedence;true;
312;Precedence;true;
306;Precedence;true;
313;Precedence;true;
306;Precedence;true;
314;Precedence;true;
306;Precedence;true;
315;Precedence;true;
306;Precedence;true;
316;Precedence;true;
306;Precedence;true;
317;Precedence;true;
306;Precedence;true;
318;Precedence;true;
306;Precedence;true;
319;Precedence;true;
320;Precedence;true;
321;Precedence;true;
320;Precedence;true;
322;Precedence;true;
320;Precedence;true;
323;Precedence;true;
320;Precedence;true;
324;Precedence;true;
320;Precedence;true;
325;Precedence;true;
327;Precedence;;1
329;Precedence;;1
328;Precedence;;1
330;Precedence;;1
327;Precedence;;1
331;Precedence;;1
328;Precedence;;1
332;Precedence;;1
327;Precedence;;1
333;Precedence;;1
328;Precedence;;1
334;Precedence;;1
327;Precedence;;1
335;Precedence;;1
328;Precedence;;1
336;Precedence;;1
327;Precedence;;1
337;Precedence;;1
328;Precedence;;1
338;Precedence;;1
327;Precedence;;1
339;Precedence;;1
328;Precedence;;1
340;Precedence;;1
327;Precedence;;1
341;Precedence;;1
328;Precedence;;1
342;Precedence;;1
327;Precedence;;1
343;Precedence;;1
328;Precedence;;1
344;Precedence;;1
327;Precedence;;1
345;Precedence;;1
328;Precedence;;1
346;Precedence;;1
327;Precedence;;1
347;Precedence;;1
328;Precedence;;1
348;Precedence;;1
327;Precedence;;1
349;Precedence;;1
328;Precedence;;1
350;Precedence;;1
327;Precedence;;1
351;Precedence;;1
328;Precedence;;1
352;Precedence;;1
327;Precedence;;1
353;Precedence;;1
328;Precedence;;1
354;Precedence;;1
413;Precedence;true;
414;Precedence;true;
413;Precedence;true;
415;Precedence;true;
413;Precedence;true;
416;Precedence;true;
413;Precedence;true;
417;Precedence;true;
467;Precedence;;4
468;Precedence;;4
467;Precedence;;4
469;Precedence;;4
397;Precedence;true;
398;Precedence;true;
397;Precedence;true;
399;Precedence;true;
110;Precedence;;4
111;Precedence;;4
110;Precedence;;4
112;Precedence;;4
110;Precedence;;4
113;Precedence;;4
110;Precedence;;4
114;Precedence;;4
110;Precedence;;4
115;Precedence;;4
110;Precedence;;4
116;Precedence;;4
320;Precedence;true;
326;Precedence;true;
326;Precedence;;4
321;Precedence;;4
326;Precedence;;4
322;Precedence;;4
326;Precedence;;4
323;Precedence;;4
326;Precedence;;4
324;Precedence;;4
326;Precedence;;4
325;Precedence;;4
118;Precedence;true;
119;Precedence;true;
118;Precedence;true;
120;Precedence;true;
263;Precedence;true;
264;Precedence;true;
263;Precedence;true;
265;Precedence;true;
263;Precedence;true;
266;Precedence;true;
461;Precedence;;4
462;Precedence;;4
460;Precedence;;4
159;DifferentDays;true;
27;DifferentDays;true;
388;DifferentDays;;4
148;DifferentDays;;4
364;DifferentDays;true;
305;DifferentDays;true;
299;DifferentDays;true;
301;DifferentDays;true;
307;SameDays;;1
309;SameDays;;1
308;SameDays;;1
310;SameDays;;1
311;SameDays;;1
313;SameDays;;1
312;SameDays;;1
314;SameDays;;1
321;DifferentDays;;4
322;DifferentDays;;4
323;DifferentDays;;4
324;DifferentDays;;4
375;SameDays;;4
386;SameDays;;4
509;SameDays;true;
510;SameDays;true;
409;SameDays;true;
410;SameDays;true;
411;SameDays;true;
412;SameDays;true;
10;DifferentDays;;1
58;DifferentDays;;1
68;DifferentDays;;1
31;SameDays;;1
32;SameDays;;1
398;SameDays;;1
399;SameDays;;1
101;SameDays;;1
399;SameDays;;1
90;SameDays;true;
91;SameDays;true;
460;SameDays;true;
461;SameDays;true;
462;SameDays;true;
6;SameDays;true;
7;SameDays;true;
6;SameTime;true;
7;SameTime;true;
6;SameRoom;true;
7;SameRoom;true;
8;SameDays;true;
9;SameDays;true;
8;SameTime;true;
9;SameTime;true;
8;SameRoom;true;
9;SameRoom;true;
10;SameDays;true;
11;SameDays;true;
10;SameTime;true;
11;SameTime;true;
10;SameRoom;true;
11;SameRoom;true;
12;SameDays;true;
13;SameDays;true;
12;SameTime;true;
13;SameTime;true;
12;SameRoom;true;
13;SameRoom;true;
155;SameDays;true;
156;SameDays;true;
155;SameTime;true;
156;SameTime;true;
155;SameRoom;true;
156;SameRoom;true;
157;SameDays;true;
158;SameDays;true;
157;SameTime;true;
158;SameTime;true;
157;SameRoom;true;
158;SameRoom;true;
160;SameDays;true;
161;SameDays;true;
160;SameTime;true;
161;SameTime;true;
160;SameRoom;true;
161;SameRoom;true;
162;SameDays;true;
163;SameDays;true;
162;SameTime;true;
163;SameTime;true;
162;SameRoom;true;
163;SameRoom;true;
164;SameDays;true;
165;SameDays;true;
164;SameTime;true;
165;SameTime;true;
164;SameRoom;true;
165;SameRoom;true;
166;SameDays;true;
167;SameDays;true;
166;SameTime;true;
167;SameTime;true;
166;SameRoom;true;
167;SameRoom;true;
173;SameDays;true;
174;SameDays;true;
173;SameTime;true;
174;SameTime;true;
173;SameRoom;true;
174;SameRoom;true;
175;SameDays;true;
176;SameDays;true;
175;SameTime;true;
176;SameTime;true;
175;SameRoom;true;
176;SameRoom;true;
243;SameDays;true;
244;SameDays;true;
243;SameTime;true;
244;SameTime;true;
243;SameRoom;true;
244;SameRoom;true;
307;SameDays;true;
308;SameDays;true;
307;SameTime;true;
308;SameTime;true;
307;SameRoom;true;
308;SameRoom;true;
309;SameDays;true;
310;SameDays;true;
309;SameTime;true;
310;SameTime;true;
309;SameRoom;true;
310;SameRoom;true;
311;SameDays;true;
312;SameDays;true;
311;SameTime;true;
312;SameTime;true;
311;SameRoom;true;
312;SameRoom;true;
313;SameDays;true;
314;SameDays;true;
313;SameTime;true;
314;SameTime;true;
313;SameRoom;true;
314;SameRoom;true;
315;SameDays;true;
316;SameDays;true;
315;SameTime;true;
316;SameTime;true;
315;SameRoom;true;
316;SameRoom;true;
317;SameDays;true;
318;SameDays;true;
317;SameTime;true;
318;SameTime;true;
317;SameRoom;true;
318;SameRoom;true;
414;SameDays;true;
415;SameDays;true;
414;SameTime;true;
415;SameTime;true;
414;SameRoom;true;
415;SameRoom;true;
416;SameDays;true;
417;SameDays;true;
416;SameTime;true;
417;SameTime;true;
416;SameRoom;true;
417;SameRoom;true;
478;SameDays;true;
479;SameDays;true;
478;SameTime;true;
479;SameTime;true;
478;SameRoom;true;
479;SameRoom;true;
480;SameDays;true;
481;SameDays;true;
480;SameTime;true;
481;SameTime;true;
480;SameRoom;true;
481;SameRoom;true;
482;SameDays;true;
483;SameDays;true;
482;SameTime;true;
483;SameTime;true;
482;SameRoom;true;
483;SameRoom;true;
484;SameDays;true;
485;SameDays;true;
484;SameTime;true;
485;SameTime;true;
484;SameRoom;true;
485;SameRoom;true;
76;SameDays;true;
77;SameDays;true;
76;SameTime;true;
77;SameTime;true;
76;SameRoom;true;
77;SameRoom;true;
370;SameDays;true;
371;SameDays;true;
370;SameTime;true;
371;SameTime;true;
370;SameRoom;true;
371;SameRoom;true;
426;SameRoom;true;
429;SameRoom;true;
432;SameRoom;true;
